0.21292,0.187732697,0.399,0.235294118,0,0.95,0.5,4
1.61065,0.295375824,0,0.235294118,0.045454545,0.925,1.15,4
1.88583,0.187240601,0,0.235294118,0.090909091,0.925,0.15,3.5
2.62241,0.239372253,0,0.705882353,0.136363636,0.925,0.45,4
9.8592,0.172805786,0,0.235294118,0.181818182,0.925,2.25,4.5
0.08253,0.019531162,0.099,0.235294118,0,1.175,0.05,4
1.19487,0.424303055,0,0.235294118,0.227272727,0.925,0.95,4
11.26879,0.242595673,0,0.705882353,0.272727273,0.925,0.05,4
0.01117,0.09173584,0.999,0.235294118,0.318181818,0.925,0.05,4.5
0.07885,0.130428314,0.399,0.235294118,0,0.95,0.5,4
0.7672,0.092422485,0.499,0.235294118,0,0.95,0.55,4.5
1.05776,0.423839569,0.799,0.235294118,0,0.925,0.3,3.5
4.7944,0.335237503,0,1,0.318181818,0.925,1.65,3.5
1.19773,0.299747467,0,0.235294118,0.227272727,0.925,0.1,3.5
0.0634,0.102731705,0.499,0.235294118,0,0.95,0.1,4.5
0.56194,0.38725853,0,0.235294118,0.363636364,0.925,1.3,4
29.74676,0.726207733,0,0.235294118,0.409090909,0.925,1.45,3.5
2.23885,0.311820984,0,0.705882353,0.363636364,0.925,0.9,4
4.02925,0.273983002,0,0.705882353,0.272727273,0.925,0.8,4
0.31456,0.019995544,0.299,0.235294118,0,1.175,0.05,4
0.02929,0.131703757,0.199,0.235294118,0.181818182,1.075,0.1,4.5
0.11447,0.011491776,0.299,0.235294118,0,1,0.05,5
1.37951,0.24323082,0,0.235294118,0.454545455,0.925,0.3,4
0.00008,0.132627487,0.599,0.235294118,0.5,0.925,0.15,4.5
0.03241,0.02127701,0.399,0.235294118,0.272727273,1.075,0.5,4
0.05795,0.35021019,0,0.235294118,0.545454545,0.925,0.55,3.5
0.42316,0.008876801,0,0.529411765,0,0.95,0.05,3
1.23215,0.536317825,0,0.235294118,0.045454545,0.925,1.15,3.5
0.00782,0.0079422,0.499,0.235294118,0.272727273,1.075,0.05,4
0.03449,0.321813583,0.999,0.235294118,0.090909091,0.925,0.05,4
0.71856,0.510074615,0,0.235294118,0.409090909,0.925,1.15,3.5
0.1335,0.07490921,0.199,0.705882353,0.590909091,0.95,0.75,4.5
0.00137,0.00444603,0.099,0.235294118,0.636363636,0.925,0.05,3
1.80087,0.196380615,0,0.705882353,0,0.925,0.25,3.5
0.33426,0.082197189,0.099,0.235294118,0.590909091,0.925,0.15,4
2.93228,0.216892242,0,0.705882353,0.272727273,0.925,0.1,4
0.21609,0.003067017,0.199,0.529411765,0.636363636,1,0.05,3.5
0.04684,0.05591011,0.499,0.235294118,0.318181818,0.925,0.45,4
0.02104,0.054983139,0.299,1,0.090909091,0.925,0.05,4.5
0.41633,0.124559402,0.299,0.529411765,0,0.925,0.05,4
0.0361,0.084245682,0.299,0.235294118,0.681818182,0.925,0.05,4.5
0.04677,0.23743248,0,0.705882353,0.272727273,0.925,1.05,3
0.0003,0.082406998,0.399,0.235294118,0.727272727,0.925,0.1,3.5
0.48905,0.201135635,0,0.235294118,0.272727273,0.925,0.6,4.5
0.00032,0.014984131,0.499,0.235294118,0.727272727,0.95,0.35,3
4.46185,0.069316864,0,0.235294118,0.363636364,1.075,1.5,3.5
0.21825,0.112356186,0.199,0.529411765,0.636363636,0.925,0.05,3
5.08808,0.187847137,0,0.235294118,0,0.95,0.5,3
0.575,0.135503769,0,0.235294118,0.454545455,0.925,0.05,3
0.02576,0.059911728,0.199,0.235294118,0,0.95,0.05,4
0.01572,0.128669739,0.199,0.235294118,0.090909091,0.925,0.65,4
0.03292,0.152807236,0.299,0.235294118,0.5,0.925,0.1,3
0.08932,0.279760361,0.499,0.235294118,0.772727273,0.925,0.6,4.5
4.95626,0.372034073,0,0.235294118,0.090909091,0.925,1.65,3.5
0.00812,0.024505615,0.099,0.235294118,0.818181818,0.95,0.35,3
0.01583,0.056564331,0.299,0.705882353,0.818181818,0.925,0.05,3.5
1.13936,0.174009323,0,0.235294118,0.863636364,0.925,0.3,4.5
0.02027,0.058683395,0.499,0.235294118,0.636363636,0.925,1.65,4
0.00768,0.048423767,0.399,0.235294118,0.772727273,0.925,0.15,4
3.73835,0.339103699,0,0.235294118,0.590909091,0.925,0.05,4
1.08131,0.258449554,0,0.235294118,0.136363636,0.925,0.05,3
0.18943,0.025266474,0.099,0.235294118,0,1.175,0.05,3.5
1.26312,0.249013901,0,0.235294118,0.136363636,0.925,0.4,3.5
0.35735,0.102828979,0.499,0.235294118,0,1,0,4
0.0041,0.087400436,0.499,0.235294118,0.318181818,0.925,0.05,3
0.0139,0.117874146,1.299,0.235294118,0.272727273,0.925,1.65,4.5
0.00038,0.099514008,0,0.235294118,0.272727273,0.925,0.2,3.5
2.3327,0.07358551,0,0.235294118,0.227272727,0.925,0.1,4.5
0.00064,0.391321182,2.199,0.235294118,0.181818182,0.925,0.1,4.5
1.09349,0.067798615,0,0.705882353,0.863636364,0.925,0.05,3.5
0.02229,0.214471817,0,1,0.909090909,0.925,0.05,3.5
0.1497,0.105205536,0.199,0.235294118,0.727272727,0.925,0.05,3.5
1.44214,0.338891983,0,0.235294118,0.090909091,0.925,2.15,3.5
2.3294,0.303409576,0,0.235294118,0.227272727,0.925,0.05,4
0.48407,0.182741165,0,0.705882353,0.909090909,0.925,0.05,3
0.05531,0.100748062,0.099,0.235294118,0.318181818,1,0.65,3.5
0.03393,0.093421936,0.199,0.235294118,0.772727273,1.075,0.05,4
0.65016,0.044584274,0,0.235294118,0.318181818,0.95,0.85,3.5
1.87529,0.270629883,0.099,0.529411765,0.636363636,1.075,0.05,4
0.33969,0.261455536,0,0.235294118,0.590909091,0.925,0.85,3.5
0.48822,0.523859024,0,0.235294118,0.227272727,0.925,0.05,3.5
0.59155,0.124229431,0.199,0.235294118,0,1,0.05,4.5
2.52076,0.316179276,0,0.235294118,0.954545455,0.925,0.45,3.5
0.04913,0.077655792,0.199,0.529411765,0,0.925,0.75,4
0.01744,0.22889328,0,0.235294118,0.227272727,0.925,0.05,3.5
0.16567,0.103942871,0.099,0.235294118,0,1.075,0.05,4.5
1.87315,0.351959229,0,1,0,0.925,0.45,2
0.04781,0.041324615,0.299,0.235294118,0.272727273,0.925,0.5,4.5
0.00094,0.123233795,0.399,0.235294118,0,0.925,0.05,4.5
0.29554,0.052406311,0.099,0.235294118,0.681818182,0.925,0.15,4
0.32988,0.052084105,0.099,0.705882353,0,1.175,0.05,4
3.73519,0.248176575,0,0.235294118,0.409090909,0.925,1.6,3.5
3.34293,0.282327652,0,1,0.409090909,0.925,0.8,4
0.02302,0.050420761,0.199,0.235294118,0.681818182,0.925,0.05,3.5
0.60659,0.188610077,0,1,0.409090909,0.925,0.5,3
0.02562,0.313282013,0.299,0.235294118,0,0.925,0.2,4
0.03042,0.032569885,0.499,0.235294118,0.227272727,0.925,0.55,3.5
0.00338,0.009750366,0.099,0.235294118,0.090909091,1.075,0.05,2.5
0.16434,0.443147659,0.299,0.235294118,0.590909091,0.925,0.45,4.5
0.10046,0.43495369,0.299,0.235294118,0.590909091,0.925,0.45,4.5
0.29107,0.205675125,0,0.705882353,0.909090909,0.925,0.5,3
0.00878,0.08898735,0.199,1,0,0.95,0.05,4
0.0114,0.041461945,0.099,0.235294118,0,0.925,0.05,3.5
0.35074,0.804237366,0.299,0.235294118,0,1.075,0.3,4.5
0.59639,0.224184036,0,1,0.454545455,0.925,0.05,3
0.02913,0.169181824,0.499,0.235294118,0.590909091,1.075,0.05,4
0.39722,0.05736351,0,0.235294118,0.681818182,0.925,0.05,3
0.81006,0.281999588,0,0.235294118,0.636363636,0.925,0.05,3.5
0.53465,0.087322235,0,0.235294118,0,0.925,0.05,3.5
3.95261,0.090787888,0.099,0.235294118,0,0.925,0.05,4.5
0.02021,0.031936646,0.199,0.235294118,0.318181818,0.925,0.6,4.5
0.00182,0.048072815,0,1,0.636363636,0.925,0.15,3
2.91787,0.15259552,0,0.235294118,0.636363636,0.925,0.05,4
0.02441,0.036231995,0.199,1,0.318181818,0.95,0.6,4
0.01372,0.221065521,0.099,0.705882353,0,0.925,0.05,4
0.00773,1.348115921,24.999,0.235294118,0.772727273,0.925,0.15,4
2.00047,0.207265854,0,0.235294118,0.181818182,0.925,0.05,4
0.00112,0.204175949,0,0.705882353,0.909090909,0.925,0.85,3.5
1.4816,0.224868774,0,0.235294118,0.454545455,0.925,0.05,4.5
1.08507,0.127574921,0,0.235294118,0.318181818,0.925,0.1,3
0.00046,0.227529526,0,0.235294118,0.636363636,0.925,0.05,3
0.51427,0.227830887,0,0.235294118,0.681818182,0.925,0.05,4
0.53821,0.031684875,0.099,0.705882353,0,1.075,0.05,3.5
0.38681,0.006875992,0,0.235294118,0.5,0.925,1.4,4
0.17776,0.05846405,0.099,0.235294118,0,0.925,0.55,4
2.87589,0.25153923,0,0.235294118,0.409090909,0.3,1.75,4.5
0.07308,0.103963852,0.299,0.235294118,0.045454545,0.925,1.5,4
3.42969,0.247047424,0,0.235294118,0.818181818,0.925,0.05,4.5
0.06093,0.504272461,0.499,0.235294118,0,0.925,0.35,4
0.05452,0.074184418,0.499,0.529411765,0,0.95,0.05,4.5
0.43064,0.106782913,0,0.235294118,0.227272727,0.925,0.1,3
0.00064,0.075841904,0,0.235294118,0.272727273,0.925,0.7,4.5
0.0022,0.262887955,0,0.235294118,0.045454545,0.925,0.65,4.5
1.14096,0.272371292,0,0.235294118,0,0.925,0.15,4.5
0.01296,0.097406387,0.999,0.235294118,0.045454545,0.925,0.65,4
0.01293,0.030422211,0.299,0.235294118,0.363636364,0.925,0.55,4
0.19946,0.306186676,0,0.235294118,0.227272727,0.925,0.05,4
0.88613,0.08514595,0,0.235294118,0.636363636,0.925,0.05,4
